year,season,date,watershed,block,plot,sppnum,taxa,cover,flowernum,notes
2023,late,8/2/2023,N1A,I,4,021,Sporobolus compositus (asper),4,,
2023,late,8/2/2023,N1A,I,4,046,Ambrosia psilostachya,1,,
2023,late,8/2/2023,N1A,I,4,052,Artemisia ludoviciana,1,,
2023,late,8/2/2023,N1A,I,4,058,Symphyotrichym (Aster) ericoides,15,,
2023,late,8/2/2023,N1A,I,4,086,Brickellia (Kuhnia) eupatoriodes,3,,
2023,late,8/2/2023,N1A,I,4,090,Lespedeza capitata,11,,
2023,late,8/2/2023,N1A,I,4,111,Physalis pumila,7,,
2023,late,8/2/2023,N1A,I,4,140,Vernonia baldwinii,3,,
2023,late,8/2/2023,N1A,I,4,300,Euphorbia nutans,1,,
2023,early,5/27/2023,N1A,I,5,014,Dichanthelium oligosanthes,2,,
2023,early,5/27/2023,N1A,I,5,031,Carex brevior,1,,in flower
2023,early,5/27/2023,N1A,I,5,033,Carex inops (heliophila),2,,
2023,early,5/27/2023,N1A,I,5,034,Carex meadii,3,,
2023,early,5/27/2023,N1A,I,5,040,Amorpha canescens,4,,
2023,early,5/27/2023,N1A,I,5,044,Achillea millefolium,1,,
2023,early,5/27/2023,N1A,I,5,103,Oxalis violacea,2,,
2023,early,5/27/2023,N1A,I,5,104,Penstemon cobaea,1,,
2023,early,5/27/2023,N1A,I,5,106,Dalea candida,1,,
2023,early,5/27/2023,N1A,I,5,111,Physalis pumila,1,,
2023,early,5/27/2023,N1A,I,5,120,Ruellia humilis,1,,
2023,early,5/27/2023,N1A,I,5,125,Sisyrinchium campestre,1,,Sissy camp
2023,early,5/27/2023,N1A,I,5,139,Verbena stricta,1,,
2023,early,5/27/2023,N1A,I,5,300,Euphorbia nutans,1,,
2023,early,5/27/2023,N1A,I,5,462,Bothriochloa bladhii,8,,
2023,late,8/2/2023,N1A,I,5,002,Andropogon gerardii,60,,
2023,late,8/2/2023,N1A,I,5,003,Schizachyrium scoparium,10,,
2023,late,8/2/2023,N1A,I,5,014,Dichanthelium oligosanthes,6,,
2023,late,8/2/2023,N1A,I,5,015,Panicum virgatum,5,,
2023,late,8/2/2023,N1A,I,5,018,Sorghastrum nutans,10,,
2023,late,8/2/2023,N1A,I,5,021,Sporobolus compositus (asper),1,,
2023,late,8/2/2023,N1A,I,5,040,Amorpha canescens,5,,
2023,late,8/2/2023,N1A,I,5,044,Achillea millefolium,1,,
2023,late,8/2/2023,N1A,I,5,058,Symphyotrichym (Aster) ericoides,2,,
2023,late,8/2/2023,N1A,I,5,106,Dalea candida,4,,
2023,late,8/2/2023,N1A,I,5,128,Solidago missouriensis,1,,
2023,late,8/2/2023,N1A,I,5,165,Cyperus sp.,1,,
2023,late,8/2/2023,N1A,I,5,211,Ambrosia artemisiifolia,1,,
2023,late,8/2/2023,N1A,I,5,300,Euphorbia nutans,1,,
2023,late,8/2/2023,N1A,I,5,462,Bothriochloa bladhii,20,,
2023,early,5/27/2023,N1A,I,6,008,Chloris ,5,,
2023,early,5/27/2023,N1A,I,6,014,Dichanthelium oligosanthes,2,,
2023,early,5/27/2023,N1A,I,6,025,Bromus arvensis,1,,
2023,early,5/27/2023,N1A,I,6,027,Vulpia octoflora,1,,
2023,early,5/27/2023,N1A,I,6,028,Hordeum pusillum,1,,
2023,early,5/27/2023,N1A,I,6,030,Schedonnardus,1,,
2023,early,5/27/2023,N1A,I,6,031,Carex brevior,1,,
2023,early,5/27/2023,N1A,I,6,034,Carex meadii,2,,
2023,early,5/27/2023,N1A,I,6,044,Achillea millefolium,1,,
2023,early,5/27/2023,N1A,I,6,082,Hedeoma hispida,1,,
2023,early,5/27/2023,N1A,I,6,089,Lepidium densiflorum,1,,
2023,early,5/27/2023,N1A,I,6,099,Oenothera speciosa,1,,
2023,early,5/27/2023,N1A,I,6,102,Oxalis stricta,1,,
2023,early,5/27/2023,N1A,I,6,112,Physalis virginiana,1,,
2023,early,5/27/2023,N1A,I,6,118,Ratibida columnifera,1,,
2023,early,5/27/2023,N1A,I,6,120,Ruellia humilis,1,,
2023,early,5/27/2023,N1A,I,6,124,Silene,1,,
2023,early,5/27/2023,N1A,I,6,132,Spermolepis inermis,2,,
2023,early,5/27/2023,N1A,I,6,139,Verbena stricta,1,,
2023,early,5/27/2023,N1A,I,6,143,Lespedeza violacea,4,,
2023,early,5/27/2023,N1A,I,6,151,Kummerowia stipulacea,1,,
2023,early,5/27/2023,N1A,I,6,165,Cyperus sp.,1,,
2023,early,5/27/2023,N1A,I,6,233,Plantago virginica,1,,
2023,early,5/27/2023,N1A,I,6,300,Euphorbia nutans,1,,
2023,early,5/27/2023,N1A,I,6,340,Muhlenbergia racemosa,1,,
2023,early,5/27/2023,N1A,I,6,519,Carex austrina,1,,
2023,late,8/2/2023,N1A,I,6,002,Andropogon gerardii,3,,
2023,late,8/2/2023,N1A,I,6,003,Schizachyrium scoparium,10,,
2023,late,8/2/2023,N1A,I,6,004,Bouteloua curtipendula,12,,
2023,late,8/2/2023,N1A,I,6,008,Chloris ,50,,
2023,late,8/2/2023,N1A,I,6,018,Sorghastrum nutans,8,,
2023,late,8/2/2023,N1A,I,6,021,Sporobolus compositus (asper),2,,
2023,late,8/2/2023,N1A,I,6,025,Bromus arvensis,2,,
2023,late,8/2/2023,N1A,I,6,040,Amorpha canescens,3,,
2023,late,8/2/2023,N1A,I,6,044,Achillea millefolium,1,,
2023,late,8/2/2023,N1A,I,6,058,Symphyotrichym (Aster) ericoides,3,,
2023,late,8/2/2023,N1A,I,6,075,Draba reptans,1,,
2023,late,8/2/2023,N1A,I,6,079,Euphoria spathulate,1,,
2023,late,8/2/2023,N1A,I,6,089,Lepidium densiflorum,1,,
2023,late,8/2/2023,N1A,I,6,090,Lespedeza capitata,3,,
2023,late,8/2/2023,N1A,I,6,118,Ratibida columnifera,2,,
2023,late,8/2/2023,N1A,I,6,120,Ruellia humilis,2,,
2023,late,8/2/2023,N1A,I,6,124,Silene,1,,
2023,late,8/2/2023,N1A,I,6,127,Solidago atlissima,8,,
2023,late,8/2/2023,N1A,I,6,130,Solidago rigida,2,,
2023,late,8/2/2023,N1A,I,6,143,Lespedeza violacea,6,,
2023,late,8/2/2023,N1A,I,6,151,Kummerowia stipulacea,1,,
2023,early,5/27/2023,N4B,J,1,014,Dichanthelium oligosanthes,1,,
2023,early,5/27/2023,N4B,J,1,032,Carex gravida,1,,
2023,early,5/27/2023,N4B,J,1,033,Carex inops (heliophila),1,,
2023,early,5/27/2023,N4B,J,1,033,Carex inops (heliophila),1,,
2023,early,5/27/2023,N4B,J,1,034,Carex meadii,12,,
2023,early,5/27/2023,N4B,J,1,043,Symphoricarpos occidentalis,1,,SG notes to check species number 043= Symphoricarpos orbiculatus
2023,early,5/27/2023,N4B,J,1,134,Tragia betonicifolia,3,,
2023,early,5/27/2023,N4B,J,1,143,Lespedeza violacea,35,,
2023,early,5/27/2023,N4B,J,1,194,Physalis heterophylla,2,,Physalis oily
2023,early,5/27/2023,N4B,J,1,300,Euphorbia nutans,1,,
2023,early,5/27/2023,N4B,J,1,340,Muhlenbergia racemosa,2,,
2023,late,8/3/2023,N4B,J,1,002,Andropogon gerardii,15,,
2023,late,8/3/2023,N4B,J,1,003,Schizachyrium scoparium,3,,
2023,late,8/3/2023,N4B,J,1,004,Bouteloua curtipendula,22,7,
2023,late,8/3/2023,N4B,J,1,014,Dichanthelium oligosanthes,2,,
2023,late,8/3/2023,N4B,J,1,018,Sorghastrum nutans,2,,
2023,late,8/3/2023,N4B,J,1,021,Sporobolus compositus (asper),6,,
2023,late,8/3/2023,N4B,J,1,034,Carex meadii,25,,
2023,late,8/3/2023,N4B,J,1,052,Artemisia ludoviciana,8,,
2023,late,8/3/2023,N4B,J,1,058,Symphyotrichym (Aster) ericoides,5,,
2023,late,8/3/2023,N4B,J,1,086,Brickellia (Kuhnia) eupatoriodes,2,,
2023,late,8/3/2023,N4B,J,1,127,Solidago atlissima,35,,
2023,late,8/3/2023,N4B,J,1,134,Tragia betonicifolia,4,,
2023,late,8/3/2023,N4B,J,1,143,Lespedeza violacea,90,,
2023,late,8/3/2023,N4B,J,1,194,Physalis heterophylla,4,,Physalis oily
2023,early,5/27/2023,N4B,J,2,031,Carex brevior,1,,
2023,early,5/27/2023,N4B,J,2,033,Carex inops (heliophila),1,,
2023,early,5/27/2023,N4B,J,2,034,Carex meadii,2,,
2023,early,5/27/2023,N4B,J,2,043,Symphoricarpos occidentalis,6,,SG notes to check species number 043= Symphoricarpos orbiculatus
2023,early,5/27/2023,N4B,J,2,103,Oxalis violacea,1,1,F1
2023,early,5/27/2023,N4B,J,2,143,Lespedeza violacea,1,,
2023,early,5/27/2023,N4B,J,2,523,Euphorbia maculata,1,,
2023,late,8/3/2023,N4B,J,2,002,Andropogon gerardii,35,10,F10
2023,late,8/3/2023,N4B,J,2,003,Schizachyrium scoparium,3,,
2023,late,8/3/2023,N4B,J,2,004,Bouteloua curtipendula,2,2,F2
2023,late,8/3/2023,N4B,J,2,014,Dichanthelium oligosanthes,1,,
2023,late,8/3/2023,N4B,J,2,018,Sorghastrum nutans,22,,
2023,late,8/3/2023,N4B,J,2,021,Sporobolus compositus (asper),2,,
2023,late,8/3/2023,N4B,J,2,043,Symphoricarpos occidentalis,9,,SG notes to check species number 043= Symphoricarpos orbiculatus
2023,late,8/3/2023,N4B,J,2,046,Ambrosia psilostachya,5,,
2023,late,8/3/2023,N4B,J,2,058,Symphyotrichym (Aster) ericoides,2,,
2023,late,8/3/2023,N4B,J,2,086,Brickellia (Kuhnia) eupatoriodes,6,4,F4
2023,late,8/3/2023,N4B,J,2,109,Dalea purpurea,1,,
2023,late,8/3/2023,N4B,J,2,139,Verbena stricta,1,,
2023,late,8/3/2023,N4B,J,2,143,Lespedeza violacea,1,,
2023,late,8/3/2023,N4B,J,2,300,Euphorbia nutans,1,,
2023,early,5/27/2023,N4B,J,3,014,Dichanthelium oligosanthes,1,,
2023,early,5/27/2023,N4B,J,3,031,Carex brevior,2,,
2023,early,5/27/2023,N4B,J,3,034,Carex meadii,1,,
2023,early,5/27/2023,N4B,J,3,069,Callirhoe involucrate,1,,
2023,early,5/27/2023,N4B,J,3,070,Cirsium undulatum,2,,
2023,early,5/27/2023,N4B,J,3,103,Oxalis violacea,1,,
2023,early,5/27/2023,N4B,J,3,120,Ruellia humilis,1,,
2023,early,5/27/2023,N4B,J,3,139,Verbena stricta,1,,
2023,late,8/3/2023,N4B,J,3,002,Andropogon gerardii,10,,
2023,late,8/3/2023,N4B,J,3,003,Schizachyrium scoparium,9,,
2023,late,8/3/2023,N4B,J,3,004,Bouteloua curtipendula,7,,
2023,late,8/3/2023,N4B,J,3,011,Eragrostis spectabilis,5,,
2023,late,8/3/2023,N4B,J,3,015,Panicum virgatum,7,,
2023,late,8/3/2023,N4B,J,3,018,Sorghastrum nutans,14,,
2023,late,8/3/2023,N4B,J,3,046,Ambrosia psilostachya,1,,
2023,late,8/3/2023,N4B,J,3,052,Artemisia ludoviciana,2,,
2023,late,8/3/2023,N4B,J,3,058,Symphyotrichym (Aster) ericoides,1,,
2023,late,8/3/2023,N4B,J,3,106,Dalea candida,1,,
2023,late,8/3/2023,N4B,J,3,130,Solidago rigida,2,,
2023,late,8/3/2023,N4B,J,3,139,Verbena stricta,1,1,
2023,late,8/3/2023,N4B,J,3,140,Vernonia baldwinii,2,1,
2023,late,8/3/2023,N4B,J,3,462,Bothriochloa bladhii,40,,
2023,late,8/3/2023,N4B,J,3,523,Euphorbia maculata,2,,
2023,early,5/27/2023,N4B,J,4,014,Dichanthelium oligosanthes,2,,
2023,early,5/27/2023,N4B,J,4,031,Carex brevior,1,,has flowers
2023,early,5/27/2023,N4B,J,4,034,Carex meadii,11,,
2023,early,5/27/2023,N4B,J,4,050,Apocynum cannabinum,1,,
2023,early,5/27/2023,N4B,J,4,103,Oxalis violacea,1,,
2023,early,5/27/2023,N4B,J,4,120,Ruellia humilis,2,,
2023,early,5/27/2023,N4B,J,4,407,Cirsium altissimum,2,,
2023,late,8/3/2023,N4B,J,4,002,Andropogon gerardii,35,1,flower number data recorded for blocks J-R; flower number= number of flower stalks per plant
2023,late,8/3/2023,N4B,J,4,003,Schizachyrium scoparium,12,,
2023,late,8/3/2023,N4B,J,4,004,Bouteloua curtipendula,7,13,
2023,late,8/3/2023,N4B,J,4,014,Dichanthelium oligosanthes,3,,
2023,late,8/3/2023,N4B,J,4,018,Sorghastrum nutans,12,,
2023,late,8/3/2023,N4B,J,4,021,Sporobolus compositus (asper),5,,
2023,late,8/3/2023,N4B,J,4,034,Carex meadii,15,,
2023,late,8/3/2023,N4B,J,4,046,Ambrosia psilostachya,7,,
2023,late,8/3/2023,N4B,J,4,050,Apocynum cannabinum,1,,
2023,late,8/3/2023,N4B,J,4,052,Artemisia ludoviciana,7,,
2023,late,8/3/2023,N4B,J,4,058,Symphyotrichym (Aster) ericoides,11,,
2023,late,8/3/2023,N4B,J,4,120,Ruellia humilis,4,,
2023,late,8/3/2023,N4B,J,4,407,Cirsium altissimum,4,,
2023,early,5/27/2023,N4B,J,5,014,Dichanthelium oligosanthes,2,2,F2
2023,early,5/27/2023,N4B,J,5,033,Carex inops (heliophila),1,,
2023,early,5/27/2023,N4B,J,5,034,Carex meadii,2,,
2023,early,5/27/2023,N4B,J,5,040,Amorpha canescens,9,,
2023,early,5/27/2023,N4B,J,5,143,Lespedeza violacea,6,,
2023,early,5/27/2023,N4B,J,5,501,Ophioglossum,1,,
2023,late,8/3/2023,N4B,J,5,002,Andropogon gerardii,20,2,F2
2023,late,8/3/2023,N4B,J,5,003,Schizachyrium scoparium,22,,
2023,late,8/3/2023,N4B,J,5,004,Bouteloua curtipendula,4,1,P1
2023,late,8/3/2023,N4B,J,5,018,Sorghastrum nutans,25,,
2023,late,8/3/2023,N4B,J,5,021,Sporobolus compositus (asper),6,,
2023,late,8/3/2023,N4B,J,5,040,Amorpha canescens,5,,
2023,late,8/3/2023,N4B,J,5,043,Symphoricarpos occidentalis,3,,SG notes to check species number 043= Symphoricarpos orbiculatus
2023,late,8/3/2023,N4B,J,5,046,Ambrosia psilostachya,14,,
2023,late,8/3/2023,N4B,J,5,058,Symphyotrichym (Aster) ericoides,5,,
2023,late,8/3/2023,N4B,J,5,106,Dalea candida,1,,
2023,late,8/3/2023,N4B,J,5,143,Lespedeza violacea,12,,
2023,early,5/27/2023,N4B,J,6,014,Dichanthelium oligosanthes,1,2,F2
2023,early,5/27/2023,N4B,J,6,031,Carex brevior,4,,
2023,early,5/27/2023,N4B,J,6,032,Carex gravida,1,,
2023,early,5/27/2023,N4B,J,6,034,Carex meadii,2,,
2023,early,5/27/2023,N4B,J,6,040,Amorpha canescens,1,,
2023,early,5/27/2023,N4B,J,6,043,Symphoricarpos occidentalis,5,,SG notes to check species number 043= Symphoricarpos orbiculatus
2023,early,5/27/2023,N4B,J,6,103,Oxalis violacea,1,,
2023,early,5/27/2023,N4B,J,6,111,Physalis pumila,1,,
2023,early,5/27/2023,N4B,J,6,139,Verbena stricta,1,,
2023,late,8/3/2023,N4B,J,6,002,Andropogon gerardii,20,,
2023,late,8/3/2023,N4B,J,6,003,Schizachyrium scoparium,9,,
2023,late,8/3/2023,N4B,J,6,004,Bouteloua curtipendula,10,,
2023,late,8/3/2023,N4B,J,6,014,Dichanthelium oligosanthes,2,,
2023,late,8/3/2023,N4B,J,6,018,Sorghastrum nutans,30,,
2023,late,8/3/2023,N4B,J,6,040,Amorpha canescens,1,,
2023,late,8/3/2023,N4B,J,6,043,Symphoricarpos occidentalis,8,8,F8; SG notes to check species number 043= Symphoricarpos orbiculatus
2023,late,8/3/2023,N4B,J,6,046,Ambrosia psilostachya,4,,
2023,late,8/3/2023,N4B,J,6,058,Symphyotrichym (Aster) ericoides,2,,
2023,late,8/3/2023,N4B,J,6,130,Solidago rigida,3,,
2023,late,8/3/2023,N4B,J,6,139,Verbena stricta,3,6,F6
2023,late,8/3/2023,N4B,J,6,523,Euphorbia maculata,1,,
2023,early,5/27/2023,N4B,K,1,014,Dichanthelium oligosanthes,1,,
2023,early,5/27/2023,N4B,K,1,034,Carex meadii,3,,
2023,early,5/27/2023,N4B,K,1,040,Amorpha canescens,6,3,F3
2023,early,5/27/2023,N4B,K,1,072,Croton monanthogynus,1,,
2023,early,5/27/2023,N4B,K,1,103,Oxalis violacea,2,,
2023,early,5/27/2023,N4B,K,1,111,Physalis pumila,7,1,F1
2023,late,8/3/2023,N4B,K,1,002,Andropogon gerardii,80,,
2023,late,8/3/2023,N4B,K,1,003,Schizachyrium scoparium,9,7,F7
2023,late,8/3/2023,N4B,K,1,004,Bouteloua curtipendula,6,5,F5
2023,late,8/3/2023,N4B,K,1,014,Dichanthelium oligosanthes,1,,
2023,late,8/3/2023,N4B,K,1,018,Sorghastrum nutans,10,,
2023,late,8/3/2023,N4B,K,1,021,Sporobolus compositus (asper),5,,
2023,late,8/3/2023,N4B,K,1,040,Amorpha canescens,7,6,F6
2023,late,8/3/2023,N4B,K,1,058,Symphyotrichym (Aster) ericoides,2,,
2023,late,8/3/2023,N4B,K,1,059,Symphyotrichym (Aster) oblongifolium,16,,
2023,late,8/3/2023,N4B,K,1,111,Physalis pumila,7,,
2023,early,5/27/2023,N4B,K,2,034,Carex meadii,1,,
2023,early,5/27/2023,N4B,K,2,103,Oxalis violacea,1,,
2023,early,5/27/2023,N4B,K,2,111,Physalis pumila,2,,
2023,early,5/27/2023,N4B,K,2,116,Pediomelum (Psoralea) esculentum,3,1,F1
2023,early,5/27/2023,N4B,K,2,300,Euphorbia nutans,1,,
2023,late,8/3/2023,N4B,K,2,002,Andropogon gerardii,40,,
2023,late,8/3/2023,N4B,K,2,003,Schizachyrium scoparium,60,4,4F
2023,late,8/3/2023,N4B,K,2,004,Bouteloua curtipendula,7,3,3F
2023,late,8/3/2023,N4B,K,2,018,Sorghastrum nutans,1,,
2023,late,8/3/2023,N4B,K,2,021,Sporobolus compositus (asper),3,,
2023,late,8/3/2023,N4B,K,2,086,Brickellia (Kuhnia) eupatoriodes,4,,
2023,late,8/3/2023,N4B,K,2,111,Physalis pumila,1,,
2023,early,5/27/2023,N4B,K,3,055,Asclepias verticillata,1,,
2023,early,5/27/2023,N4B,K,3,103,Oxalis violacea,10,1,F1
2023,early,5/27/2023,N4B,K,3,104,Penstemon cobaea,1,,
2023,early,5/27/2023,N4B,K,3,109,Dalea purpurea,1,,
2023,early,5/27/2023,N4B,K,3,111,Physalis pumila,1,1,F1
2023,early,5/27/2023,N4B,K,3,149,Scutellaria parvula,1,1,F1
2023,early,5/27/2023,N4B,K,3,300,Euphorbia nutans,1,,
2023,early,5/27/2023,N4B,K,3,519,Carex brevior,1,,
2023,late,8/3/2023,N4B,K,3,002,Andropogon gerardii,30,,
2023,late,8/3/2023,N4B,K,3,003,Schizachyrium scoparium,8,,
2023,late,8/3/2023,N4B,K,3,004,Bouteloua curtipendula,50,,
2023,late,8/3/2023,N4B,K,3,015,Panicum virgatum,2,,
2023,late,8/3/2023,N4B,K,3,018,Sorghastrum nutans,3,,
2023,late,8/3/2023,N4B,K,3,021,Sporobolus compositus (asper),2,,
2023,late,8/3/2023,N4B,K,3,046,Ambrosia psilostachya,1,,
2023,late,8/3/2023,N4B,K,3,058,Symphyotrichym (Aster) ericoides,3,,
2023,late,8/3/2023,N4B,K,3,104,Penstemon cobaea,1,,
2023,late,8/3/2023,N4B,K,3,109,Dalea purpurea,2,1,F1
2023,late,8/3/2023,N4B,K,3,130,Solidago rigida,1,,
2023,late,8/3/2023,N4B,K,3,134,Tragia betonicifolia,1,,
2023,late,8/3/2023,N4B,K,3,149,Scutellaria parvula,1,,
2023,early,5/27/2023,N4B,K,4,034,Carex meadii,1,,
2023,early,5/27/2023,N4B,K,4,055,Asclepias verticillata,1,,
2023,early,5/27/2023,N4B,K,4,072,Croton monanthogynus,1,,
2023,early,5/27/2023,N4B,K,4,103,Oxalis violacea,2,,
2023,early,5/27/2023,N4B,K,4,111,Physalis pumila,13,,
2023,early,5/27/2023,N4B,K,4,122,Mimosa (Schrankii) quadrivalvis,5,1,F1
2023,early,5/27/2023,N4B,K,4,134,Tragia betonicifolia,1,,
2023,early,5/27/2023,N4B,K,4,300,Euphorbia nutans,1,,
2023,late,8/3/2023,N4B,K,4,002,Andropogon gerardii,45,7,F7
2023,late,8/3/2023,N4B,K,4,003,Schizachyrium scoparium,35,9,F9
2023,late,8/3/2023,N4B,K,4,004,Bouteloua curtipendula,7,15,F15
2023,late,8/3/2023,N4B,K,4,018,Sorghastrum nutans,18,,
2023,late,8/3/2023,N4B,K,4,021,Sporobolus compositus (asper),4,,
2023,late,8/3/2023,N4B,K,4,046,Ambrosia psilostachya,2,,
2023,late,8/3/2023,N4B,K,4,052,Artemisia ludoviciana,6,,
2023,late,8/3/2023,N4B,K,4,055,Asclepias verticillata,2,,
2023,late,8/3/2023,N4B,K,4,058,Symphyotrichym (Aster) ericoides,8,,
2023,late,8/3/2023,N4B,K,4,111,Physalis pumila,25,,
2023,late,8/3/2023,N4B,K,4,122,Mimosa (Schrankii) quadrivalvis,4,,
2023,late,8/3/2023,N4B,K,4,127,Solidago atlissima,2,2,F2
2023,late,8/3/2023,N4B,K,4,134,Tragia betonicifolia,1,,
2023,early,5/27/2023,N4B,K,5,033,Carex inops (heliophila),1,,
2023,early,5/27/2023,N4B,K,5,034,Carex meadii,1,,
2023,early,5/27/2023,N4B,K,5,046,Ambrosia psilostachya,1,,
2023,early,5/27/2023,N4B,K,5,055,Asclepias verticillata,1,,
2023,early,5/27/2023,N4B,K,5,059,Symphyotrichym (Aster) oblongifolium,1,,
2023,early,5/27/2023,N4B,K,5,094,Lomatium foeniculaceum,1,,
2023,early,5/27/2023,N4B,K,5,109,Dalea purpurea,1,,
2023,early,5/27/2023,N4B,K,5,428,Evolvulus nuttallianus,1,,
2023,late,8/3/2023,N4B,K,5,002,Andropogon gerardii,40,,
2023,late,8/3/2023,N4B,K,5,003,Schizachyrium scoparium,35,2,2F
2023,late,8/3/2023,N4B,K,5,004,Bouteloua curtipendula,25,1,1F
2023,late,8/3/2023,N4B,K,5,018,Sorghastrum nutans,1,,
2023,late,8/3/2023,N4B,K,5,021,Sporobolus compositus (asper),2,,
2023,late,8/3/2023,N4B,K,5,055,Asclepias verticillata,1,,
2023,late,8/3/2023,N4B,K,5,058,Symphyotrichym (Aster) ericoides,1,,
2023,late,8/3/2023,N4B,K,5,059,Symphyotrichym (Aster) oblongifolium,1,,
2023,late,8/3/2023,N4B,K,5,086,Brickellia (Kuhnia) eupatoriodes,1,,
2023,late,8/3/2023,N4B,K,5,428,Evolvulus nuttallianus,1,,
2023,early,5/27/2023,N4B,K,6,059,Symphyotrichym (Aster) oblongifolium,1,,
2023,early,5/27/2023,N4B,K,6,106,Dalea candida,1,,
2023,early,5/27/2023,N4B,K,6,109,Dalea purpurea,1,,
2023,early,5/27/2023,N4B,K,6,111,Physalis pumila,1,1,F1
2023,early,5/27/2023,N4B,K,6,122,Mimosa (Schrankii) quadrivalvis,4,1,F1
2023,early,5/27/2023,N4B,K,6,149,Scutellaria parvula,1,3,F3
2023,early,5/27/2023,N4B,K,6,300,Euphorbia nutans,1,,
2023,early,5/27/2023,N4B,K,6,428,Evolvulus nuttallianus,1,,
2023,late,8/3/2023,N4B,K,6,002,Andropogon gerardii,40,,
2023,late,8/3/2023,N4B,K,6,003,Schizachyrium scoparium,2,,
2023,late,8/3/2023,N4B,K,6,004,Bouteloua curtipendula,30,4,4F
2023,late,8/3/2023,N4B,K,6,018,Sorghastrum nutans,10,,
2023,late,8/3/2023,N4B,K,6,046,Ambrosia psilostachya,1,,
2023,late,8/3/2023,N4B,K,6,059,Symphyotrichym (Aster) oblongifolium,1,,
2023,late,8/3/2023,N4B,K,6,109,Dalea purpurea,2,6,6F
2023,late,8/3/2023,N4B,K,6,149,Scutellaria parvula,1,,
2023,late,8/3/2023,N4B,K,6,216,Euphorbia serpens,2,,
2023,late,8/3/2023,N4B,K,6,428,Evolvulus nuttallianus,1,,
2023,late,8/3/2023,N4B,K,6,999,Rock,5,,
2023,early,5/27/2023,N4B,L,1,055,Asclepias verticillata,1,,
2023,early,5/27/2023,N4B,L,1,076,Echinacea angustifolia,1,,
2023,early,5/27/2023,N4B,L,1,109,Dalea purpurea,1,,
2023,early,5/27/2023,N4B,L,1,122,Mimosa (Schrankii) quadrivalvis,6,,
2023,early,5/27/2023,N4B,L,1,134,Tragia betonicifolia,1,,
2023,late,8/3/2023,N4B,L,1,002,Andropogon gerardii,35,,
2023,late,8/3/2023,N4B,L,1,004,Bouteloua curtipendula,13,4,
2023,late,8/3/2023,N4B,L,1,018,Sorghastrum nutans,17,,
2023,late,8/3/2023,N4B,L,1,018,Sorghastrum nutans,2,,
2023,late,8/3/2023,N4B,L,1,046,Ambrosia psilostachya,2,,
2023,late,8/3/2023,N4B,L,1,055,Asclepias verticillata,1,,
2023,late,8/3/2023,N4B,L,1,058,Symphyotrichym (Aster) ericoides,1,,
2023,late,8/3/2023,N4B,L,1,076,Echinacea angustifolia,1,,
2023,late,8/3/2023,N4B,L,1,086,Brickellia (Kuhnia) eupatoriodes,1,,
2023,late,8/3/2023,N4B,L,1,109,Dalea purpurea,2,2,
2023,late,8/3/2023,N4B,L,1,122,Mimosa (Schrankii) quadrivalvis,3,,
2023,late,8/3/2023,N4B,L,1,128,Solidago missouriensis,5,,
2023,late,8/3/2023,N4B,L,1,134,Tragia betonicifolia,1,,
2023,late,8/3/2023,N4B,L,1,523,Euphorbia maculata,1,,
2023,early,5/27/2023,N4B,L,2,034,Carex meadii,2,,
2023,early,5/27/2023,N4B,L,2,041,Ceanothus herbaceus,4,,
2023,early,5/27/2023,N4B,L,2,055,Asclepias verticillata,1,,
2023,early,5/27/2023,N4B,L,2,120,Ruellia humilis,1,,
2023,early,5/27/2023,N4B,L,2,122,Mimosa (Schrankii) quadrivalvis,2,,
2023,early,5/27/2023,N4B,L,2,125,Sisyrinchium campestre,1,,Sissy camp
2023,early,5/27/2023,N4B,L,2,134,Tragia betonicifolia,4,6,F6
2023,early,5/27/2023,N4B,L,2,428,Evolvulus nuttallianus,3,,
2023,late,8/3/2023,N4B,L,2,002,Andropogon gerardii,25,,
2023,late,8/3/2023,N4B,L,2,003,Schizachyrium scoparium,60,,
2023,late,8/3/2023,N4B,L,2,004,Bouteloua curtipendula,9,6,
2023,late,8/3/2023,N4B,L,2,018,Sorghastrum nutans,1,,
2023,late,8/3/2023,N4B,L,2,041,Ceanothus herbaceus,5,,
2023,late,8/3/2023,N4B,L,2,046,Ambrosia psilostachya,1,,
2023,late,8/3/2023,N4B,L,2,055,Asclepias verticillata,1,,
2023,late,8/3/2023,N4B,L,2,076,Echinacea angustifolia,1,,
2023,late,8/3/2023,N4B,L,2,120,Ruellia humilis,1,,
2023,late,8/3/2023,N4B,L,2,128,Solidago missouriensis,2,,
2023,late,8/3/2023,N4B,L,2,134,Tragia betonicifolia,4,,
2023,late,8/3/2023,N4B,L,2,428,Evolvulus nuttallianus,4,,
2023,late,8/3/2023,N4B,L,2,999,Rock,15,,
2023,early,5/27/2023,N4B,L,3,061,Astragalus crassicarpus,1,,
2023,early,5/27/2023,N4B,L,3,076,Echinacea angustifolia,1,,
2023,early,5/27/2023,N4B,L,3,084,Hybanthus verticillatus,1,3,F3
2023,early,5/27/2023,N4B,L,3,104,Penstemon cobaea,2,,
2023,early,5/27/2023,N4B,L,3,109,Dalea purpurea,1,,
2023,early,5/27/2023,N4B,L,3,111,Physalis pumila,1,,
2023,early,5/27/2023,N4B,L,3,118,Ratibida columnifera,1,1,F1
2023,early,5/27/2023,N4B,L,3,120,Ruellia humilis,3,,
