,year,season,date,watershed,block,plot,sppnum,taxa,cover,notes
1090,2020,spring,6/17/2020,N4B,K,1,50,Apocynum cannabinum,2,
1091,2020,fall,9/2/2020,N4B,K,1,58,Symphyotrichum ericoides,1,
1092,2020,fall,9/2/2020,N4B,K,1,59,Symphyotrichum oblongifolium,7,
1093,2020,spring,6/17/2020,N4B,K,1,99,Oenothera speciosa,1,
1094,2020,spring,6/17/2020,N4B,K,1,103,Oxalis violacea,1,
1095,2020,spring,6/17/2020,N4B,K,1,109,Dalea purpurea,1,
1096,2020,spring,6/17/2020,N4B,K,1,111,Physalis pumila,4,
1097,2020,fall,9/2/2020,N4B,K,2,2,Andropogon gerardii,40,
1098,2020,fall,9/2/2020,N4B,K,2,3,Schizachyrium scoparium,50,
1099,2020,fall,9/2/2020,N4B,K,2,4,Bouteloua curtipendula,3,
1100,2020,fall,9/2/2020,N4B,K,2,18,Sorghastrum nutans,6,
1101,2020,fall,9/2/2020,N4B,K,2,21,Sporobolus compositus,2,
1102,2020,spring,6/17/2020,N4B,K,2,34,Carex meadii,1,
1103,2020,fall,9/2/2020,N4B,K,2,46,Ambrosia psilostachya,1,
1104,2020,fall,9/2/2020,N4B,K,2,58,Symphyotrichum ericoides,2,
1105,2020,fall,9/2/2020,N4B,K,2,59,Symphyotrichum oblongifolium,12,
1106,2020,fall,9/2/2020,N4B,K,2,86,Brickellia eupatorioides,1,
1107,2020,spring,6/17/2020,N4B,K,2,107,Dalea multiflora,1,
1108,2020,spring,6/17/2020,N4B,K,2,111,Physalis pumila,5,
1109,2020,spring,6/17/2020,N4B,K,2,321,Desmanthus illinoensis,1,
1110,2020,fall,9/2/2020,N4B,K,3,2,Andropogon gerardii,17,
1111,2020,fall,9/2/2020,N4B,K,3,3,Schizachyrium scoparium,3,
1112,2020,fall,9/2/2020,N4B,K,3,4,Bouteloua curtipendula,40,
1113,2020,fall,9/2/2020,N4B,K,3,15,Panicum virgatum,1,
1114,2020,fall,9/2/2020,N4B,K,3,18,Sorghastrum nutans,2,
1115,2020,fall,9/2/2020,N4B,K,3,21,Sporobolus compositus,1,
1116,2020,spring,6/17/2020,N4B,K,3,34,Carex meadii,1,
1117,2020,fall,9/2/2020,N4B,K,3,46,Ambrosia psilostachya,22,
1118,2020,fall,9/2/2020,N4B,K,3,58,Symphyotrichum ericoides,3,
1119,2020,spring,6/17/2020,N4B,K,3,62,Astragalus lotiflorus,1,
1120,2020,spring,6/17/2020,N4B,K,3,92,Linum sulcatum,1,
1121,2020,spring,6/17/2020,N4B,K,3,111,Physalis pumila,2,
1122,2020,spring,6/17/2020,N4B,K,3,138,Glandularia bipinnatifida,1,
1123,2020,spring,6/17/2020,N4B,K,3,149,Scutellaria parvula,1,
1124,2020,fall,9/2/2020,N4B,K,3,211,Ambrosia artemisiifolia,6,
1125,2020,spring,6/17/2020,N4B,K,3,420,Draba cuneifolia,1,
1126,2020,fall,9/2/2020,N4B,K,4,2,Andropogon gerardii,85,
1127,2020,fall,9/2/2020,N4B,K,4,3,Schizachyrium scoparium,4,
1128,2020,fall,9/2/2020,N4B,K,4,4,Bouteloua curtipendula,1,
1129,2020,fall,9/2/2020,N4B,K,4,11,Eragrostis spectabilis,6,
1130,2020,fall,9/2/2020,N4B,K,4,18,Sorghastrum nutans,9,
1131,2020,fall,9/2/2020,N4B,K,4,21,Sporobolus compositus,2,
1132,2020,fall,9/2/2020,N4B,K,4,46,Ambrosia psilostachya,3,
1133,2020,fall,9/2/2020,N4B,K,4,52,Artemisia ludoviciana,2,
1134,2020,spring,6/17/2020,N4B,K,4,55,Asclepias verticillata,1,
1135,2020,fall,9/2/2020,N4B,K,4,58,Symphyotrichum ericoides,12,
1136,2020,spring,6/17/2020,N4B,K,4,109,Dalea purpurea,1,
1137,2020,spring,6/17/2020,N4B,K,4,111,Physalis pumila,2,
1138,2020,fall,9/2/2020,N4B,K,4,410,Eupatorium altissimum,1,
1139,2020,spring,6/17/2020,N4B,K,4,543,Tragia ramosa,1,
1140,2020,fall,9/2/2020,N4B,K,5,2,Andropogon gerardii,75,
1141,2020,fall,9/2/2020,N4B,K,5,3,Schizachyrium scoparium,6,
1142,2020,fall,9/2/2020,N4B,K,5,4,Bouteloua curtipendula,9,
1143,2020,spring,6/17/2020,N4B,K,5,14,Dichanthelium oligosanthes,1,
1144,2020,fall,9/2/2020,N4B,K,5,18,Sorghastrum nutans,3,
1145,2020,fall,9/2/2020,N4B,K,5,21,Sporobolus compositus,2,
1146,2020,spring,6/17/2020,N4B,K,5,34,Carex meadii,1,
1147,2020,fall,9/2/2020,N4B,K,5,46,Ambrosia psilostachya,1,
1148,2020,fall,9/2/2020,N4B,K,5,58,Symphyotrichum ericoides,2,
1149,2020,fall,9/2/2020,N4B,K,5,59,Symphyotrichum oblongifolium,33,
1150,2020,fall,9/2/2020,N4B,K,5,92,Linum sulcatum,1,
1151,2020,spring,6/17/2020,N4B,K,5,104,Penstemon cobaea,1,
1152,2020,spring,6/17/2020,N4B,K,5,109,Dalea purpurea,2,
1153,2020,spring,6/17/2020,N4B,K,5,122,Mimosa quadrivalvis,1,
1154,2020,spring,6/17/2020,N4B,K,5,428,Evolvulus nuttallianus,1,
1155,2020,spring,6/17/2020,N4B,K,5,543,Tragia ramosa,1,
1156,2020,fall,9/2/2020,N4B,K,6,2,Andropogon gerardii,13,
1157,2020,fall,9/2/2020,N4B,K,6,3,Schizachyrium scoparium,3,
1158,2020,fall,9/2/2020,N4B,K,6,4,Bouteloua curtipendula,55,
1159,2020,fall,9/2/2020,N4B,K,6,18,Sorghastrum nutans,2,
1160,2020,spring,6/17/2020,N4B,K,6,34,Carex meadii,1,
1161,2020,fall,9/2/2020,N4B,K,6,46,Ambrosia psilostachya,5,
1162,2020,fall,9/2/2020,N4B,K,6,58,Symphyotrichum ericoides,1,
1163,2020,fall,9/2/2020,N4B,K,6,59,Symphyotrichum oblongifolium,2,
1164,2020,spring,6/17/2020,N4B,K,6,62,Astragalus lotiflorus,1,
1165,2020,spring,6/17/2020,N4B,K,6,85,Hymenopappus scabiosaeus,1,
1166,2020,spring,6/17/2020,N4B,K,6,109,Dalea purpurea,1,
1167,2020,spring,6/17/2020,N4B,K,6,111,Physalis pumila,1,
1168,2020,spring,6/17/2020,N4B,K,6,114,Plantago rhodosperma,1,
1169,2020,spring,6/17/2020,N4B,K,6,118,Ratibida columnifera,1,
1170,2020,spring,6/17/2020,N4B,K,6,138,Glandularia bipinnatifida,1,
1171,2020,fall,9/2/2020,N4B,K,6,139,Verbena stricta,1,
1172,2020,spring,6/17/2020,N4B,K,6,149,Scutellaria parvula,1,
1173,2020,fall,9/2/2020,N4B,K,6,211,Ambrosia artemisiifolia,35,
1174,2020,spring,6/17/2020,N4B,K,6,420,Draba cuneifolia,1,
1175,2020,spring,6/17/2020,N4B,K,6,428,Evolvulus nuttallianus,1,
1176,2020,spring,6/17/2020,N4B,K,6,543,Tragia ramosa,1,
1177,2020,fall,9/1/2020,N4B,L,1,2,Andropogon gerardii,55,
1178,2020,fall,9/1/2020,N4B,L,1,3,Schizachyrium scoparium,5,
1179,2020,fall,9/1/2020,N4B,L,1,4,Bouteloua curtipendula,6,
1180,2020,fall,9/1/2020,N4B,L,1,15,Panicum virgatum,2,
1181,2020,fall,9/1/2020,N4B,L,1,18,Sorghastrum nutans,10,
1182,2020,fall,9/1/2020,N4B,L,1,46,Ambrosia psilostachya,1,
1183,2020,fall,9/1/2020,N4B,L,1,58,Symphyotrichum ericoides,1,
1184,2020,fall,9/1/2020,N4B,L,1,59,Symphyotrichum oblongifolium,3,
1185,2020,spring,6/17/2020,N4B,L,1,76,Echinacea angustifolia,1,
1186,2020,spring,6/17/2020,N4B,L,1,109,Dalea purpurea,1,
1187,2020,spring,6/17/2020,N4B,L,1,122,Mimosa quadrivalvis,2,
1188,2020,fall,9/1/2020,N4B,L,1,128,Solidago missouriensis,2,
1189,2020,fall,9/1/2020,N4B,L,1,441,Oenothera glaucifolia,12,
1190,2020,spring,6/17/2020,N4B,L,1,543,Tragia ramosa,1,
1191,2020,fall,9/1/2020,N4B,L,2,2,Andropogon gerardii,20,
1192,2020,fall,9/1/2020,N4B,L,2,3,Schizachyrium scoparium,23,
1193,2020,fall,9/1/2020,N4B,L,2,4,Bouteloua curtipendula,30,
1194,2020,fall,9/1/2020,N4B,L,2,15,Panicum virgatum,2,
1195,2020,fall,9/1/2020,N4B,L,2,18,Sorghastrum nutans,15,
1196,2020,fall,9/1/2020,N4B,L,2,21,Sporobolus compositus,1,
1197,2020,spring,6/17/2020,N4B,L,2,34,Carex meadii,1,
1198,2020,fall,9/1/2020,N4B,L,2,41,Ceanothus herbaceus,4,
1199,2020,spring,6/17/2020,N4B,L,2,55,Asclepias verticillata,1,
1200,2020,fall,9/1/2020,N4B,L,2,86,Brickellia eupatorioides,1,
1201,2020,fall,9/1/2020,N4B,L,2,92,Linum sulcatum,1,
1202,2020,spring,6/17/2020,N4B,L,2,93,Lithospermum incisum,1,
1203,2020,spring,6/17/2020,N4B,L,2,111,Physalis pumila,2,
1204,2020,spring,6/17/2020,N4B,L,2,120,Ruellia humilis,1,
1205,2020,spring,6/17/2020,N4B,L,2,122,Mimosa quadrivalvis,3,
1206,2020,fall,9/1/2020,N4B,L,2,128,Solidago missouriensis,5,
1207,2020,spring,6/17/2020,N4B,L,2,428,Evolvulus nuttallianus,3,
1208,2020,fall,9/1/2020,N4B,L,2,441,Oenothera glaucifolia,1,
1209,2020,spring,6/17/2020,N4B,L,2,543,Tragia ramosa,2,
1210,2020,fall,9/1/2020,N4B,L,3,2,Andropogon gerardii,7,
1211,2020,fall,9/1/2020,N4B,L,3,3,Schizachyrium scoparium,4,
1212,2020,fall,9/1/2020,N4B,L,3,4,Bouteloua curtipendula,45,
1213,2020,fall,9/1/2020,N4B,L,3,11,Eragrostis spectabilis,2,
1214,2020,fall,9/1/2020,N4B,L,3,18,Sorghastrum nutans,5,
1215,2020,fall,9/1/2020,N4B,L,3,21,Sporobolus compositus,1,
1216,2020,spring,6/17/2020,N4B,L,3,34,Carex meadii,1,
1217,2020,fall,9/1/2020,N4B,L,3,46,Ambrosia psilostachya,25,
1218,2020,fall,9/1/2020,N4B,L,3,58,Symphyotrichum ericoides,3,
1219,2020,fall,9/1/2020,N4B,L,3,72,Croton monanthogynus,11,
1220,2020,fall,9/1/2020,N4B,L,3,86,Brickellia eupatorioides,1,
1221,2020,spring,6/17/2020,N4B,L,3,111,Physalis pumila,1,
1222,2020,spring,6/17/2020,N4B,L,3,120,Ruellia humilis,1,
1223,2020,spring,6/17/2020,N4B,L,3,122,Mimosa quadrivalvis,5,
1224,2020,spring,6/17/2020,N4B,L,3,138,Glandularia bipinnatifida,1,
1225,2020,spring,6/17/2020,N4B,L,3,223,Stenaria nigricans,1,
1226,2020,spring,6/17/2020,N4B,L,3,428,Evolvulus nuttallianus,1,
1227,2020,fall,9/1/2020,N4B,L,3,523,Euphorbia maculata,1,
1228,2020,fall,9/1/2020,N4B,L,4,2,Andropogon gerardii,65,
1229,2020,fall,9/1/2020,N4B,L,4,3,Schizachyrium scoparium,15,
1230,2020,fall,9/1/2020,N4B,L,4,4,Bouteloua curtipendula,5,
1231,2020,fall,9/1/2020,N4B,L,4,18,Sorghastrum nutans,10,
1232,2020,spring,6/17/2020,N4B,L,4,34,Carex meadii,1,
1233,2020,fall,9/1/2020,N4B,L,4,58,Symphyotrichum ericoides,7,
1234,2020,fall,9/1/2020,N4B,L,4,59,Symphyotrichum oblongifolium,4,
1235,2020,spring,6/17/2020,N4B,L,4,62,Astragalus lotiflorus,1,
1236,2020,spring,6/17/2020,N4B,L,4,93,Lithospermum incisum,1,
1237,2020,spring,6/17/2020,N4B,L,4,122,Mimosa quadrivalvis,15,
1238,2020,fall,9/1/2020,N4B,L,4,441,Oenothera glaucifolia,12,
1239,2020,fall,9/1/2020,N4B,L,5,2,Andropogon gerardii,55,
1240,2020,fall,9/1/2020,N4B,L,5,3,Schizachyrium scoparium,18,
1241,2020,fall,9/1/2020,N4B,L,5,4,Bouteloua curtipendula,5,
1242,2020,fall,9/1/2020,N4B,L,5,6,Bouteloua hirsuta,1,
1243,2020,fall,9/1/2020,N4B,L,5,18,Sorghastrum nutans,23,
1244,2020,fall,9/1/2020,N4B,L,5,21,Sporobolus compositus,1,
1245,2020,fall,9/1/2020,N4B,L,5,41,Ceanothus herbaceus,6,
1246,2020,fall,9/1/2020,N4B,L,5,46,Ambrosia psilostachya,1,
1247,2020,fall,9/1/2020,N4B,L,5,58,Symphyotrichum ericoides,5,
1248,2020,fall,9/1/2020,N4B,L,5,72,Croton monanthogynus,1,
1249,2020,spring,6/17/2020,N4B,L,5,76,Echinacea angustifolia,4,
1250,2020,spring,6/17/2020,N4B,L,5,84,Hybanthus verticillatus,1,
1251,2020,spring,6/17/2020,N4B,L,5,93,Lithospermum incisum,1,
1252,2020,spring,6/17/2020,N4B,L,5,104,Penstemon cobaea,2,
1253,2020,spring,6/17/2020,N4B,L,5,109,Dalea purpurea,2,
1254,2020,spring,6/17/2020,N4B,L,5,111,Physalis pumila,1,
1255,2020,spring,6/17/2020,N4B,L,5,116,Pediomelum esculentum,3,
1256,2020,spring,6/17/2020,N4B,L,5,120,Ruellia humilis,1,
1257,2020,spring,6/17/2020,N4B,L,5,122,Mimosa quadrivalvis,6,
1258,2020,fall,9/1/2020,N4B,L,5,441,Oenothera glaucifolia,2,
1259,2020,spring,6/17/2020,N4B,L,5,543,Tragia ramosa,1,
1260,2020,fall,9/1/2020,N4B,L,6,2,Andropogon gerardii,2,
1261,2020,fall,9/1/2020,N4B,L,6,4,Bouteloua curtipendula,55,
1262,2020,fall,9/1/2020,N4B,L,6,6,Bouteloua hirsuta,16,
1263,2020,fall,9/1/2020,N4B,L,6,15,Panicum virgatum,2,
1264,2020,fall,9/1/2020,N4B,L,6,18,Sorghastrum nutans,1,
1265,2020,fall,9/1/2020,N4B,L,6,21,Sporobolus compositus,1,
1266,2020,fall,9/1/2020,N4B,L,6,41,Ceanothus herbaceus,2,
1267,2020,fall,9/1/2020,N4B,L,6,46,Ambrosia psilostachya,5,
1268,2020,spring,6/17/2020,N4B,L,6,55,Asclepias verticillata,1,
1269,2020,fall,9/1/2020,N4B,L,6,58,Symphyotrichum ericoides,1,
1270,2020,fall,9/1/2020,N4B,L,6,59,Symphyotrichum oblongifolium,6,
1271,2020,fall,9/1/2020,N4B,L,6,72,Croton monanthogynus,1,
1272,2020,fall,9/1/2020,N4B,L,6,86,Brickellia eupatorioides,1,
1273,2020,spring,6/17/2020,N4B,L,6,93,Lithospermum incisum,1,
1274,2020,spring,6/17/2020,N4B,L,6,109,Dalea purpurea,1,
1275,2020,spring,6/17/2020,N4B,L,6,120,Ruellia humilis,1,
1276,2020,spring,6/17/2020,N4B,L,6,122,Mimosa quadrivalvis,13,
1277,2020,spring,6/17/2020,N4B,L,6,223,Stenaria nigricans,2,
1278,2020,fall,9/1/2020,N4B,L,6,441,Oenothera glaucifolia,3,
1279,2020,spring,6/17/2020,N4B,L,6,543,Tragia ramosa,2,
1280,2020,fall,9/2/2020,N4B,M,1,2,Andropogon gerardii,70,
1281,2020,fall,9/2/2020,N4B,M,1,3,Schizachyrium scoparium,20,
1282,2020,fall,9/2/2020,N4B,M,1,4,Bouteloua curtipendula,2,
1283,2020,spring,6/17/2020,N4B,M,1,14,Dichanthelium oligosanthes,1,
1284,2020,fall,9/2/2020,N4B,M,1,18,Sorghastrum nutans,14,
1285,2020,spring,6/17/2020,N4B,M,1,33,Carex inops,1,
1286,2020,spring,6/17/2020,N4B,M,1,34,Carex meadii,3,
1287,2020,fall,9/2/2020,N4B,M,1,43,Symphoricarpos orbiculatus,2,
1288,2020,fall,9/2/2020,N4B,M,1,46,Ambrosia psilostachya,1,
1289,2020,fall,9/2/2020,N4B,M,1,52,Artemisia ludoviciana,1,
1290,2020,fall,9/2/2020,N4B,M,1,58,Symphyotrichum ericoides,1,
1291,2020,fall,9/2/2020,N4B,M,1,86,Brickellia eupatorioides,1,
1292,2020,fall,9/2/2020,N4B,M,2,2,Andropogon gerardii,75,
1293,2020,fall,9/2/2020,N4B,M,2,3,Schizachyrium scoparium,17,
1294,2020,fall,9/2/2020,N4B,M,2,4,Bouteloua curtipendula,1,
1295,2020,fall,9/2/2020,N4B,M,2,11,Eragrostis spectabilis,2,
1296,2020,spring,6/17/2020,N4B,M,2,14,Dichanthelium oligosanthes,1,
1297,2020,fall,9/2/2020,N4B,M,2,18,Sorghastrum nutans,14,
1298,2020,spring,6/17/2020,N4B,M,2,34,Carex meadii,3,
1299,2020,fall,9/2/2020,N4B,M,2,46,Ambrosia psilostachya,1,
1300,2020,fall,9/2/2020,N4B,M,2,52,Artemisia ludoviciana,1,
1301,2020,fall,9/2/2020,N4B,M,2,58,Symphyotrichum ericoides,1,
1302,2020,fall,9/2/2020,N4B,M,2,92,Linum sulcatum,1,
1303,2020,spring,6/17/2020,N4B,M,2,99,Oenothera speciosa,1,
1304,2020,fall,9/2/2020,N4B,M,3,2,Andropogon gerardii,65,
1305,2020,fall,9/2/2020,N4B,M,3,3,Schizachyrium scoparium,10,
1306,2020,fall,9/2/2020,N4B,M,3,4,Bouteloua curtipendula,4,
1307,2020,fall,9/2/2020,N4B,M,3,11,Eragrostis spectabilis,1,
1308,2020,spring,6/17/2020,N4B,M,3,14,Dichanthelium oligosanthes,1,
1309,2020,fall,9/2/2020,N4B,M,3,18,Sorghastrum nutans,5,
1310,2020,spring,6/17/2020,N4B,M,3,34,Carex meadii,1,
1311,2020,fall,9/2/2020,N4B,M,3,46,Ambrosia psilostachya,35,
1312,2020,fall,9/2/2020,N4B,M,3,58,Symphyotrichum ericoides,6,
1313,2020,spring,6/17/2020,N4B,M,3,69,Callirhoe involucrata,1,
1314,2020,fall,9/2/2020,N4B,M,3,71,Conyza canadensis,1,
1315,2020,fall,9/2/2020,N4B,M,3,86,Brickellia eupatorioides,2,
1316,2020,spring,6/17/2020,N4B,M,3,89,Lepidium densiflorum,2,
1317,2020,spring,6/17/2020,N4B,M,3,92,Linum sulcatum,3,
1318,2020,spring,6/17/2020,N4B,M,3,103,Oxalis violacea,1,
1319,2020,spring,6/17/2020,N4B,M,3,120,Ruellia humilis,1,
1320,2020,fall,9/2/2020,N4B,M,3,127,Solidago altissima,3,
1321,2020,spring,6/17/2020,N4B,M,3,132,Spermolepis inermis,2,
1322,2020,spring,6/17/2020,N4B,M,3,136,Triodanis leptocarpa,1,
1323,2020,spring,6/17/2020,N4B,M,3,138,Glandularia bipinnatifida,2,
1324,2020,spring,6/17/2020,N4B,M,3,420,Draba cuneifolia,1,
1325,2020,spring,6/17/2020,N4B,M,3,431,Cuscuta glomerata,3,
1326,2020,spring,6/17/2020,N4B,M,3,534,Oxalis dillenii,2,
1327,2020,fall,9/2/2020,N4B,M,4,2,Andropogon gerardii,40,
1328,2020,fall,9/2/2020,N4B,M,4,3,Schizachyrium scoparium,45,
1329,2020,fall,9/2/2020,N4B,M,4,4,Bouteloua curtipendula,3,
1330,2020,spring,6/17/2020,N4B,M,4,14,Dichanthelium oligosanthes,1,
1331,2020,fall,9/2/2020,N4B,M,4,15,Panicum virgatum,4,
1332,2020,fall,9/2/2020,N4B,M,4,18,Sorghastrum nutans,8,
1333,2020,spring,6/17/2020,N4B,M,4,33,Carex inops,1,
1334,2020,spring,6/17/2020,N4B,M,4,34,Carex meadii,1,
1335,2020,fall,9/2/2020,N4B,M,4,46,Ambrosia psilostachya,3,
1336,2020,fall,9/2/2020,N4B,M,4,52,Artemisia ludoviciana,1,
1337,2020,fall,9/2/2020,N4B,M,4,58,Symphyotrichum ericoides,17,
1338,2020,spring,6/17/2020,N4B,M,4,77,Erigeron strigosus,1,
1339,2020,fall,9/2/2020,N4B,M,4,86,Brickellia eupatorioides,1,
1340,2020,spring,6/17/2020,N4B,M,4,233,Plantago virginica,1,
1341,2020,fall,9/2/2020,N4B,M,5,2,Andropogon gerardii,75,
1342,2020,fall,9/2/2020,N4B,M,5,3,Schizachyrium scoparium,9,
1343,2020,fall,9/2/2020,N4B,M,5,4,Bouteloua curtipendula,1,
1344,2020,spring,6/17/2020,N4B,M,5,14,Dichanthelium oligosanthes,1,
1345,2020,fall,9/2/2020,N4B,M,5,18,Sorghastrum nutans,11,
1346,2020,fall,9/2/2020,N4B,M,5,21,Sporobolus compositus,2,
1347,2020,spring,6/17/2020,N4B,M,5,33,Carex inops,1,
1348,2020,spring,6/17/2020,N4B,M,5,34,Carex meadii,2,
1349,2020,fall,9/2/2020,N4B,M,5,43,Symphoricarpos orbiculatus,50,
1350,2020,fall,9/2/2020,N4B,M,5,58,Symphyotrichum ericoides,1,
1351,2020,spring,6/17/2020,N4B,M,5,70,Cirsium undulatum,6,
1352,2020,spring,6/17/2020,N4B,M,5,99,Oenothera speciosa,1,
1353,2020,spring,6/17/2020,N4B,M,5,109,Dalea purpurea,2,
1354,2020,spring,6/17/2020,N4B,M,5,112,Physalis virginiana,1,
1355,2020,spring,6/17/2020,N4B,M,5,137,Triodanis perfoliata,1,
1356,2020,spring,6/17/2020,N4B,M,5,141,Viola bicolor,1,
1357,2020,spring,6/17/2020,N4B,M,5,233,Plantago virginica,1,
1358,2020,fall,9/2/2020,N4B,M,6,2,Andropogon gerardii,50,
1359,2020,fall,9/2/2020,N4B,M,6,3,Schizachyrium scoparium,5,
1360,2020,spring,6/17/2020,N4B,M,6,14,Dichanthelium oligosanthes,1,
1361,2020,fall,9/2/2020,N4B,M,6,18,Sorghastrum nutans,4,
1362,2020,fall,9/2/2020,N4B,M,6,21,Sporobolus compositus,7,
1363,2020,spring,6/17/2020,N4B,M,6,25,Bromus arvensis,2,
1364,2020,spring,6/17/2020,N4B,M,6,27,Vulpia octoflora,1,
1365,2020,spring,6/17/2020,N4B,M,6,36,Cyperus lupulinus,1,
1366,2020,fall,9/2/2020,N4B,M,6,43,Symphoricarpos orbiculatus,3,
1367,2020,fall,9/2/2020,N4B,M,6,46,Ambrosia psilostachya,55,
1368,2020,spring,6/17/2020,N4B,M,6,69,Callirhoe involucrata,2,
1369,2020,fall,9/2/2020,N4B,M,6,71,Conyza canadensis,4,
1370,2020,spring,6/17/2020,N4B,M,6,89,Lepidium densiflorum,3,
1371,2020,spring,6/17/2020,N4B,M,6,92,Linum sulcatum,2,
1372,2020,spring,6/17/2020,N4B,M,6,120,Ruellia humilis,1,
1373,2020,fall,9/2/2020,N4B,M,6,121,Salvia azurea,1,
1374,2020,fall,9/2/2020,N4B,M,6,127,Solidago altissima,2,
1375,2020,fall,9/2/2020,N4B,M,6,130,Solidago rigida,2,
1376,2020,spring,6/17/2020,N4B,M,6,136,Triodanis leptocarpa,1,
1377,2020,spring,6/17/2020,N4B,M,6,137,Triodanis perfoliata,1,
1378,2020,fall,9/2/2020,N4B,M,6,139,Verbena stricta,5,
1379,2020,fall,9/2/2020,N4B,M,6,140,Vernonia baldwinii,8,
1380,2020,fall,9/2/2020,N4B,M,6,151,Kummerowia stipulacea,1,
1381,2020,fall,9/2/2020,N4B,M,6,211,Ambrosia artemisiifolia,1,
1382,2020,spring,6/17/2020,N4B,M,6,233,Plantago virginica,2,
1383,2020,spring,6/17/2020,N4B,M,6,420,Draba cuneifolia,1,
1384,2020,spring,6/17/2020,N4B,M,6,519,Carex austrina,2,
1385,2020,spring,6/17/2020,N4B,M,6,534,Oxalis dillenii,1,
1386,2020,fall,9/2/2020,N4B,N,1,2,Andropogon gerardii,65,
1387,2020,fall,9/2/2020,N4B,N,1,3,Schizachyrium scoparium,8,
1388,2020,fall,9/2/2020,N4B,N,1,4,Bouteloua curtipendula,1,
1389,2020,spring,6/17/2020,N4B,N,1,14,Dichanthelium oligosanthes,2,
1390,2020,fall,9/2/2020,N4B,N,1,15,Panicum virgatum,3,
1391,2020,fall,9/2/2020,N4B,N,1,18,Sorghastrum nutans,17,
1392,2020,spring,6/17/2020,N4B,N,1,31,Carex brevior,1,
1393,2020,spring,6/17/2020,N4B,N,1,34,Carex meadii,2,
1394,2020,fall,9/2/2020,N4B,N,1,46,Ambrosia psilostachya,4,
1395,2020,fall,9/2/2020,N4B,N,1,52,Artemisia ludoviciana,3,
1396,2020,fall,9/2/2020,N4B,N,1,58,Symphyotrichum ericoides,8,
1397,2020,spring,6/17/2020,N4B,N,1,77,Erigeron strigosus,1,
1398,2020,fall,9/2/2020,N4B,N,1,86,Brickellia eupatorioides,2,
1399,2020,fall,9/2/2020,N4B,N,1,90,Lespedeza capitata,2,
1400,2020,spring,6/17/2020,N4B,N,1,120,Ruellia humilis,1,
1401,2020,spring,6/17/2020,N4B,N,1,125,Sisyrinchium campestre,1,
1402,2020,spring,6/17/2020,N4B,N,1,137,Triodanis perfoliata,1,
1403,2020,spring,6/17/2020,N4B,N,1,143,Lespedeza violacea,3,
1404,2020,fall,9/2/2020,N4B,N,2,2,Andropogon gerardii,80,
1405,2020,fall,9/2/2020,N4B,N,2,3,Schizachyrium scoparium,4,
1406,2020,fall,9/2/2020,N4B,N,2,4,Bouteloua curtipendula,2,
1407,2020,spring,6/17/2020,N4B,N,2,14,Dichanthelium oligosanthes,2,
1408,2020,fall,9/2/2020,N4B,N,2,15,Panicum virgatum,1,
1409,2020,fall,9/2/2020,N4B,N,2,18,Sorghastrum nutans,12,
1410,2020,spring,6/17/2020,N4B,N,2,34,Carex meadii,2,
1411,2020,fall,9/2/2020,N4B,N,2,46,Ambrosia psilostachya,2,
1412,2020,fall,9/2/2020,N4B,N,2,52,Artemisia ludoviciana,14,
1413,2020,fall,9/2/2020,N4B,N,2,58,Symphyotrichum ericoides,4,
1414,2020,spring,6/17/2020,N4B,N,2,77,Erigeron strigosus,3,
1415,2020,spring,6/17/2020,N4B,N,2,120,Ruellia humilis,2,
1416,2020,spring,6/17/2020,N4B,N,2,132,Spermolepis inermis,1,
1417,2020,spring,6/17/2020,N4B,N,2,137,Triodanis perfoliata,1,
1418,2020,spring,6/17/2020,N4B,N,2,143,Lespedeza violacea,18,
1419,2020,fall,9/2/2020,N4B,N,2,211,Ambrosia artemisiifolia,1,
1420,2020,spring,6/17/2020,N4B,N,2,233,Plantago virginica,1,
1421,2020,spring,6/17/2020,N4B,N,2,519,Carex austrina,1,
1422,2020,fall,9/2/2020,N4B,N,3,2,Andropogon gerardii,55,
1423,2020,fall,9/2/2020,N4B,N,3,3,Schizachyrium scoparium,8,
1424,2020,fall,9/2/2020,N4B,N,3,4,Bouteloua curtipendula,4,
1425,2020,fall,9/2/2020,N4B,N,3,11,Eragrostis spectabilis,9,
1426,2020,spring,6/17/2020,N4B,N,3,14,Dichanthelium oligosanthes,1,
1427,2020,fall,9/2/2020,N4B,N,3,18,Sorghastrum nutans,14,
1428,2020,fall,9/2/2020,N4B,N,3,21,Sporobolus compositus,1,
1429,2020,spring,6/17/2020,N4B,N,3,27,Vulpia octoflora,1,
1430,2020,spring,6/17/2020,N4B,N,3,33,Carex inops,1,
1431,2020,spring,6/17/2020,N4B,N,3,34,Carex meadii,1,
1432,2020,spring,6/17/2020,N4B,N,3,36,Cyperus lupulinus,2,
1433,2020,fall,9/2/2020,N4B,N,3,46,Ambrosia psilostachya,18,
1434,2020,fall,9/2/2020,N4B,N,3,52,Artemisia ludoviciana,2,
1435,2020,fall,9/2/2020,N4B,N,3,58,Symphyotrichum ericoides,2,
1436,2020,fall,9/2/2020,N4B,N,3,71,Conyza canadensis,1,
1437,2020,spring,6/17/2020,N4B,N,3,77,Erigeron strigosus,5,
1438,2020,spring,6/17/2020,N4B,N,3,89,Lepidium densiflorum,1,
1439,2020,fall,9/2/2020,N4B,N,3,90,Lespedeza capitata,4,
