year,season,date,watershed,block,plot,sppnum,taxa,cover,notes
2022,late,8/11/2022,N4B,L,6,6,Bouteloua hirsuta,30,
2022,late,8/11/2022,N4B,L,6,3,Schizachyrium scoparium,5,
2022,late,8/11/2022,N4B,L,6,46,Ambrosia psilostachya,3,
2022,late,8/11/2022,N4B,L,6,86,Brickellia (Kuhnia) eupatorioides,1,
2022,early,6/8/2022,N4B,L,3,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N4B,L,3,34,Carex meadii,1,
2022,early,6/8/2022,N4B,L,3,72,Croton monanthogynus,1,
2022,early,6/8/2022,N4B,L,3,106,Dalea purpurea,1,
2022,early,6/8/2022,N4B,L,3,76,Echinacea angustifolia,1,
2022,early,6/8/2022,N4B,L,3,216,Euphorbia serpens,1,
2022,late,8/11/2022,N4B,L,3,2,Andropogon gerardii,15,
2022,late,8/11/2022,N4B,L,3,4,Bouteloua curtipendula,65,
2022,late,8/11/2022,N4B,L,3,11,Eragrostis spectabilis,2,
2022,late,8/11/2022,N4B,L,3,3,Schizachyrium scoparium,9,
2022,late,8/11/2022,N4B,L,3,18,Sorghastrum nutans,3,
2022,late,8/11/2022,N4B,L,3,21,Sporobolus compositus (asper),3,
2022,late,8/11/2022,N4B,L,3,46,Ambrosia psilostachya,8,
2022,early,6/8/2022,N4B,L,2,34,Carex meadii,2,
2022,early,6/8/2022,N4B,L,2,55,Asclepias verticillata,1,
2022,early,6/8/2022,N4B,L,2,72,Croton monanthogynus,1,
2022,late,8/11/2022,N4B,L,2,2,Andropogon gerardii,35,
2022,late,8/11/2022,N4B,L,2,4,Bouteloua curtipendula,10,
2022,late,8/11/2022,N4B,L,2,3,Schizachyrium scoparium,40,
2022,late,8/11/2022,N4B,L,2,21,Sporobolus compositus (asper),4,
2022,late,8/11/2022,N4B,L,2,46,Ambrosia psilostachya,2,
2022,late,8/11/2022,N4B,L,2,86,Brickellia (Kuhnia) eupatorioides,1,
2022,late,8/11/2022,N4B,L,2,109,Dalea purpurea,1,
2022,early,6/8/2022,N4B,L,6,41,Ceanothus herbaceus,6,
2022,early,6/8/2022,N4B,L,6,223,Stenaria nigricans,3,
2022,late,8/11/2022,N4B,L,6,223,Stenaria nigricans,4,
2022,early,6/8/2022,N4B,L,3,57,Asclepias tuberosa,1,
2022,early,6/8/2022,N4B,L,3,223,Stenaria nigricans,2,
2022,late,8/11/2022,N4B,L,3,223,Stenaria nigricans,8,
2022,early,6/8/2022,N4B,L,2,41,Ceanothus herbaceus,5,
2022,late,8/11/2022,N4B,L,2,41,Ceanothus herbaceus,5,
2022,early,6/8/2022,N4B,L,6,84,Hybanthus verticillatus,3,
2022,early,6/8/2022,N4B,L,6,122,Mimosa (Schrankii) quadrivalvis,6,
2022,early,6/8/2022,N4B,L,6,123,Packera (Senecio) plattensis,1,
2022,early,6/8/2022,N4B,L,6,114,Plantago rhodosperma,1,
2022,early,6/8/2022,N4B,L,6,149,Scutellaria parvula,1,
2022,early,6/8/2022,N4B,L,6,134,Tragia betonicifolia,1,
2022,late,8/11/2022,N4B,L,6,428,Evolvulus nuttallianus,1,
2022,late,8/11/2022,N4B,L,6,84,Hybanthus verticillatus,,"""?"" in cover data"
2022,late,8/11/2022,N4B,L,6,123,Packera (Senecio) plattensis,1,
2022,late,8/11/2022,N4B,L,6,58,Symphyotrichum (Aster) ericoides,1,
2022,late,8/11/2022,N4B,L,6,59,Symphyotrichum (Aster) oblongifolium,2,
2022,early,6/8/2022,N4B,L,3,428,Evolvulus nuttallianus,2,
2022,early,6/8/2022,N4B,L,3,84,Hybanthus verticillatus,1,
2022,early,6/8/2022,N4B,L,3,91,Liatris punctata,1,
2022,early,6/8/2022,N4B,L,3,122,Mimosa (Schrankii) quadrivalvis,6,
2022,early,6/8/2022,N4B,L,3,104,Penstemon cobaea,2,
2022,early,6/8/2022,N4B,L,3,111,Physalis pumila,1,
2022,early,6/8/2022,N4B,L,3,114,Plantago rhodosperma,1,
2022,early,6/8/2022,N4B,L,3,120,Ruellia humilis,7,
2022,late,8/11/2022,N4B,L,3,84,Hybanthus verticillatus,,"""?"" in cover data"
2022,late,8/11/2022,N4B,L,3,118,Ratibida columnifera,1,
2022,late,8/11/2022,N4B,L,3,58,Symphyotrichum (Aster) ericoides,3,
2022,early,6/8/2022,N4B,L,2,428,Evolvulus nuttallianus,1,
2022,early,6/8/2022,N4B,L,2,120,Ruellia humilis,2,
2022,early,6/8/2022,N4B,L,2,134,Tragia betonicifolia,2,
2022,late,8/11/2022,N4B,L,2,428,Evolvulus nuttallianus,1,
2022,late,8/11/2022,N4B,L,2,122,Mimosa (Schrankii) quadrivalvis,2,
2022,late,8/11/2022,N4B,K,2,2,Andropogon gerardii,20,
2022,late,8/11/2022,N4B,K,2,4,Bouteloua curtipendula,10,
2022,late,8/11/2022,N4B,K,2,3,Schizachyrium scoparium,70,
2022,late,8/11/2022,N4B,K,2,18,Sorghastrum nutans,12,
2022,late,8/11/2022,N4B,K,2,21,Sporobolus compositus (asper),2,
2022,late,8/11/2022,N4B,K,2,218,Tridens flavus,1,
2022,early,6/8/2022,N4B,K,4,55,Asclepias verticillata,1,
2022,early,6/8/2022,N4B,K,4,109,Dalea purpurea,1,
2022,late,8/11/2022,N4B,K,4,2,Andropogon gerardii,50,
2022,late,8/11/2022,N4B,K,4,4,Bouteloua curtipendula,4,
2022,late,8/11/2022,N4B,K,4,14,Dichanthelium oligosanthes,1,
2022,late,8/11/2022,N4B,K,4,3,Schizachyrium scoparium,30,
2022,late,8/11/2022,N4B,K,4,18,Sorghastrum nutans,25,
2022,late,8/11/2022,N4B,K,4,21,Sporobolus compositus (asper),3,
2022,late,8/11/2022,N4B,K,4,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N4B,K,4,52,Artemisia ludoviciana,7,
2022,late,8/11/2022,N4B,K,4,86,Brickellia (Kuhnia) eupatorioides,1,
2022,early,6/8/2022,N4B,K,1,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N4B,K,1,34,Carex meadii,1,
2022,late,8/11/2022,N4B,K,1,2,Andropogon gerardii,80,
2022,late,8/11/2022,N4B,K,1,4,Bouteloua curtipendula,5,
2022,late,8/11/2022,N4B,K,1,3,Schizachyrium scoparium,12,
2022,late,8/11/2022,N4B,K,1,18,Sorghastrum nutans,8,
2022,late,8/11/2022,N4B,K,1,218,Tridens flavus,2,
2022,late,8/11/2022,N4B,K,1,40,Amorpha canescens,12,
2022,early,6/8/2022,N4B,K,2,122,Mimosa (Schrankii) quadrivalvis,1,
2022,early,6/8/2022,N4B,K,2,103,Oxalis violacea,1,
2022,early,6/8/2022,N4B,K,2,111,Physalis pumila,1,
2022,early,6/8/2022,N4B,K,4,122,Mimosa (Schrankii) quadrivalvis,2,
2022,early,6/8/2022,N4B,K,4,103,Oxalis violacea,1,
2022,early,6/8/2022,N4B,K,4,111,Physalis pumila,10,
2022,late,8/11/2022,N4B,K,4,127,Solidago altissima,1,
2022,late,8/11/2022,N4B,K,4,58,Symphyotrichum (Aster) ericoides,30,
2022,early,6/8/2022,N4B,K,1,103,Oxalis violacea,4,
2022,early,6/8/2022,N4B,K,1,111,Physalis pumila,9,
2022,late,8/11/2022,N4B,K,1,58,Symphyotrichum (Aster) ericoides,2,
2022,late,8/11/2022,N4B,K,1,59,Symphyotrichym (Aster) oblongifolium,9,
2022,early,6/8/2022,N1A,H,1,7,Bouteloua (Buchloe) datyloides,7,
2022,early,6/8/2022,N1A,H,1,14,Dichanthelium oligosanthes,2,
2022,early,6/8/2022,N1A,H,1,72,Croton monanthogynus,2,
2022,early,6/8/2022,N1A,H,1,193,Euphorbia dentata,1,
2022,late,8/11/2022,N1A,H,1,2,Andropogon gerardii,15,
2022,late,8/11/2022,N1A,H,1,4,Bouteloua curtipendula,22,
2022,late,8/11/2022,N1A,H,1,7,Bouteloua (Buchloe) datyloides,7,
2022,late,8/11/2022,N1A,H,1,18,Sorghastrum nutans,25,
2022,late,8/11/2022,N1A,H,1,46,Ambrosia psilostachya,1,
2022,early,6/8/2022,N1A,H,5,14,Dichanthelium oligosanthes,2,
2022,early,6/8/2022,N1A,H,5,34,Carex meadii,9,
2022,early,6/8/2022,N1A,H,5,107,Dalea multiflora,4,
2022,late,8/11/2022,N1A,H,5,2,Andropogon gerardii,80,
2022,late,8/11/2022,N1A,H,5,4,Bouteloua curtipendula,1,
2022,late,8/11/2022,N1A,H,5,3,Schizachyrium scoparium,3,
2022,late,8/11/2022,N1A,H,5,18,Sorghastrum nutans,17,
2022,late,8/11/2022,N1A,H,5,32,Carex gravida,2,
2022,late,8/11/2022,N1A,H,5,86,Brickellia (Kuhnia) eupatorioides,1,
2022,late,8/11/2022,N1A,H,5,107,Dalea multiflora,8,
2022,early,6/8/2022,N1A,H,2,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N1A,H,2,34,Carex meadii,6,
2022,early,6/8/2022,N1A,H,2,107,Dalea multiflora,1,
2022,early,6/8/2022,N1A,H,2,109,Dalea purpurea,1,
2022,late,8/11/2022,N1A,H,2,2,Andropogon gerardii,65,
2022,late,8/11/2022,N1A,H,2,4,Bouteloua curtipendula,8,
2022,late,8/11/2022,N1A,H,2,15,Panicum virgatum,12,
2022,late,8/11/2022,N1A,H,2,3,Schizachyrium scoparium,5,
2022,late,8/11/2022,N1A,H,2,18,Sorghastrum nutans,20,
2022,late,8/11/2022,N1A,H,2,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N1A,H,2,107,Dalea multiflora,3,
2022,early,6/8/2022,N1A,H,1,186,Melilotus officinalis,2,
2022,early,6/8/2022,N1A,H,5,202,Mirabilis nyctaginea,1,KW pic; spongy leaf
2022,early,6/8/2022,N1A,H,2,99,Oenothera speciosa,1,showy
2022,early,6/8/2022,N1A,H,1,300,Euphorbia nutans,2,
2022,early,6/8/2022,N1A,H,1,89,Lepidium densiflorum,1,
2022,early,6/8/2022,N1A,H,1,234,Rhus glabra,35,
2022,early,6/8/2022,N1A,H,1,139,Verbena stricta,1,
2022,late,8/11/2022,N1A,H,1,234,Rhus glabra,40,
2022,late,8/11/2022,N1A,H,1,58,Symphyotrichum (Aster) ericoides,5,
2022,late,8/11/2022,N1A,H,1,140,Vernonia baldwinii,10,
2022,early,6/8/2022,N1A,H,5,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,H,5,143,Lespedeza violacea,1,
2022,early,6/8/2022,N1A,H,5,102,Oxalis stricta,1,
2022,early,6/8/2022,N1A,H,5,234,Rhus glabra,13,
2022,late,8/11/2022,N1A,H,5,234,Rhus glabra,18,
2022,late,8/11/2022,N1A,H,5,127,Solidago altissima,10,
2022,early,6/8/2022,N1A,H,2,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,H,2,103,Oxalis violacea,1,
2022,early,6/8/2022,N1A,H,2,111,Physalis pumila,1,
2022,early,6/8/2022,N1A,H,2,234,Rhus glabra,9,
2022,early,6/8/2022,N1A,H,2,139,Verbena stricta,1,
2022,late,8/11/2022,N1A,H,2,234,Rhus glabra,12,
2022,late,8/11/2022,N1A,H,2,127,Solidago altissima,3,
2022,early,6/8/2022,N1A,H,3,61,Astragalus crassicarpus,1,
2022,early,6/8/2022,N1A,H,3,107,Dalea multiflora,1,
2022,early,6/8/2022,N1A,H,3,109,Dalea purpurea,3,
2022,late,8/11/2022,N1A,H,3,2,Andropogon gerardii,30,
2022,late,8/11/2022,N1A,H,3,4,Bouteloua curtipendula,25,
2022,late,8/11/2022,N1A,H,3,6,Bouteloua hirsuta,15,
2022,late,8/11/2022,N1A,H,3,18,Sorghastrum nutans,10,
2022,late,8/11/2022,N1A,H,3,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N1A,H,3,61,Astragalus crassicarpus,1,
2022,late,8/11/2022,N1A,H,3,86,Brickellia (Kuhnia) eupatorioides,2,
2022,early,6/8/2022,N1A,H,6,7,Bouteloua (Buchloe) datyloides,10,
2022,early,6/8/2022,N1A,H,6,34,Carex meadii,1,
2022,early,6/8/2022,N1A,H,6,61,Astragalus crassicarpus,1,
2022,early,6/8/2022,N1A,H,6,107,Dalea multiflora,11,
2022,late,8/11/2022,N1A,H,6,2,Andropogon gerardii,20,
2022,late,8/11/2022,N1A,H,6,4,Bouteloua curtipendula,35,
2022,late,8/11/2022,N1A,H,6,6,Bouteloua hirsuta,3,
2022,late,8/11/2022,N1A,H,6,15,Panicum virgatum,3,
2022,late,8/11/2022,N1A,H,6,3,Schizachyrium scoparium,1,
2022,late,8/11/2022,N1A,H,6,18,Sorghastrum nutans,4,
2022,late,8/11/2022,N1A,H,6,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N1A,H,6,52,Artemisia ludoviciana,1,
2022,late,8/11/2022,N1A,H,6,86,Brickellia (Kuhnia) eupatorioides,1,
2022,early,6/8/2022,N1A,H,4,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N1A,H,4,519,Carex austrina,2,
2022,early,6/8/2022,N1A,H,4,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N1A,H,4,34,Carex meadii,5,
2022,early,6/8/2022,N1A,H,4,107,Dalea multiflora,10,
2022,late,8/11/2022,N1A,H,4,2,Andropogon gerardii,40,
2022,late,8/11/2022,N1A,H,4,18,Sorghastrum nutans,4,
2022,late,8/11/2022,N1A,H,4,15,Panicum virgatum,3,
2022,late,8/11/2022,N1A,H,4,3,Schizachyrium scoparium,30,
2022,late,8/11/2022,N1A,H,4,18,Sorghastrum nutans,15,
2022,late,8/11/2022,N1A,H,4,21,Sporobolus (compositus) asper,2,
2022,late,8/11/2022,N1A,H,4,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N1A,H,4,52,Artemsia ludoviciana,1,
2022,late,8/11/2022,N1A,H,4,107,Dalea multiflora,40,
2022,late,8/11/2022,N1A,H,3,0,Bare ground,5,
2022,early,6/8/2022,N1A,H,6,523,Euphorbia maculata ,1,
2022,early,6/8/2022,N1A,H,6,123,Packera (Senecio) plattensis,1,
2022,late,8/11/2022,N1A,H,6,523,Euphorbia maculata ,1,
2022,early,6/8/2022,N1A,H,3,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,H,3,92,Linum sulcatum,1,
2022,early,6/8/2022,N1A,H,3,234,Rhus glabra,4,
2022,early,6/8/2022,N1A,H,3,139,Verbena stricta,1,
2022,late,8/11/2022,N1A,H,3,234,Rhus glabra,6,
2022,late,8/11/2022,N1A,H,3,130,Solidago rigida,2,
2022,late,8/11/2022,N1A,H,3,58,Symphyotrichum (Aster) ericoides,3,
2022,late,8/11/2022,N1A,H,3,140,Verbena stricta,1,
2022,early,6/8/2022,N1A,H,6,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,H,6,85,Hymenopappus scabiosaeus,2,
2022,early,6/8/2022,N1A,H,6,111,Physalis pumila,2,
2022,early,6/8/2022,N1A,H,6,114,Plantago rhodosperma,1,
2022,early,6/8/2022,N1A,H,6,118,Ratibida columnifera,2,
2022,early,6/8/2022,N1A,H,6,234,Rhus glabra,1,
2022,early,6/8/2022,N1A,H,6,139,Verbena stricta,1,
2022,late,8/11/2022,N1A,H,6,234,Rhus glabra,2,
2022,late,8/11/2022,N1A,H,6,58,Symphyotrichum (Aster) ericoides,3,
2022,late,8/11/2022,N1A,H,6,140,Vernonia baldwinii,1,
2022,early,6/8/2022,N1A,H,4,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,H,4,143,Lespedeza violacea,7,
2022,early,6/8/2022,N1A,H,4,102,Oxalis stricta,1,
2022,early,6/8/2022,N1A,H,4,103,Oxalis violacea,1,
2022,early,6/8/2022,N1A,H,4,139,Verbena stricta,1,
2022,late,8/11/2022,N1A,H,4,58,Symphyotrichum (Aster) ericoides,9,
2022,late,8/11/2022,N1A,H,4,140,Vernonia baldwinii,2,
2022,early,6/8/2022,N1A,D,2,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N1A,D,2,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N1A,D,2,34,Carex meadii,11,
2022,late,8/11/2022,N1A,D,2,2,Andropogon gerardii,80,
2022,late,8/11/2022,N1A,D,2,4,Bouteloua curtipendula,2,
2022,late,8/11/2022,N1A,D,2,15,Panicum virgatum,4,
2022,late,8/11/2022,N1A,D,2,3,Schizachyrium scoparium,12,
2022,late,8/11/2022,N1A,D,2,18,Sorghastrum nutans,15,
2022,late,8/11/2022,N1A,D,2,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N1A,D,2,52,Artemsia ludoviciana,5,
2022,late,8/11/2022,N1A,D,2,86,Brickellia (Kuhnia) eupatorioides,1,
2022,early,6/8/2022,N1A,D,1,14,Dichanthelium oligosanthes,1,
2022,early,6/8/2022,N1A,D,1,33,Carex inops (heliophila),2,
2022,early,6/8/2022,N1A,D,1,34,Carex meadii,2,
2022,early,6/8/2022,N1A,D,1,55,Asclepias verticillata,1,
2022,early,6/8/2022,N1A,D,1,107,Dalea multiflora,10,
2022,late,8/11/2022,N1A,D,1,2,Andropogon gerardii,60,
2022,late,8/11/2022,N1A,D,1,4,Bouteloua curtipendula,3,
2022,late,8/11/2022,N1A,D,1,15,Panicum virgatum,2,
2022,late,8/11/2022,N1A,D,1,3,Schizachyrium scoparium,23,
2022,late,8/11/2022,N1A,D,1,18,Sorghastrum nutans,25,
2022,late,8/11/2022,N1A,D,1,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N1A,D,1,52,Artemsia ludoviciana,1,
2022,late,8/11/2022,N1A,D,1,107,Dalea multiflora,13,
2022,early,6/8/2022,N1A,D,4,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N1A,D,4,34,Carex meadii,1,
2022,early,6/8/2022,N1A,D,4,106,Dalea candida,1,
2022,late,8/11/2022,N1A,D,4,2,Andropogon gerardii,100,
2022,late,8/11/2022,N1A,D,4,3,Schizachyrium scoparium,5,
2022,late,8/11/2022,N1A,D,4,18,Sorghastrum nutans,15,
2022,late,8/11/2022,N1A,D,4,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N1A,D,4,55,Asclepias verticillata,1,
2022,late,8/11/2022,N1A,D,4,106,Dalea candida,2,
2022,early,6/8/2022,N1A,D,4,231,Toxicodendron radicans,4,
2022,early,6/8/2022,N1A,D,2,143,Lespedeza violacea,95,
2022,early,6/8/2022,N1A,D,2,120,Ruellia humilis,1,
2022,late,8/11/2022,N1A,D,2,90,Lespedeza capitata,6,
2022,late,8/11/2022,N1A,D,2,127,Solidago altissima,1,
2022,late,8/11/2022,N1A,D,2,58,Symphyotrichum (Aster) ericoides,4,
2022,late,8/11/2022,N1A,D,2,140,Vernonia baldwinii,5,
2022,early,6/8/2022,N1A,D,1,143,Lespedeza violacea,13,
2022,late,8/11/2022,N1A,D,1,90,Lespedeza capitata,5,
2022,late,8/11/2022,N1A,D,1,58,Symphyotrichum (Aster) ericoides,2,
2022,late,8/11/2022,N1A,D,1,140,Vernonia baldwinii,9,
2022,early,6/8/2022,N1A,D,4,143,Lespedeza violacea,35,
2022,late,8/11/2022,N1A,D,4,111,Physalis pumila,4,
2022,late,8/11/2022,N1A,D,4,206,Viola nephrophylla,3,
2022,late,8/11/2022,N1A,D,4,111,Physalis pumila,5,
2022,late,8/11/2022,N1A,D,4,127,Solidago altissima,7,
2022,late,8/11/2022,N1A,D,4,58,Symphyotrichum (Aster) ericoides,12,
2022,late,8/11/2022,N1A,D,4,140,Vernonia baldwinii,4,
2022,early,6/8/2022,N1A,I,6,14,Dichanthelium oligosanthes,12,
2022,early,6/8/2022,N1A,I,6,519,Carex austrina,1,
2022,early,6/8/2022,N1A,I,6,32,Carex gravida,2,
2022,early,6/8/2022,N1A,I,6,34,Carex meadii,1,
2022,early,6/8/2022,N1A,I,6,165,Cyperus spp.,2,
2022,late,8/11/2022,N1A,I,6,2,Andropogon gerardii,2,
2022,late,8/11/2022,N1A,I,6,4,Bouteloua curtipendula,10,
2022,late,8/11/2022,N1A,I,6,6,Bouteloua hirsuta,1,
2022,late,8/11/2022,N1A,I,6,3,Schizachyrium scoparium,20,
2022,late,8/11/2022,N1A,I,6,18,Sorghastrum nutans,2,
2022,late,8/11/2022,N1A,I,6,21,Sporobolus (compositus) asper,1,
2022,late,8/11/2022,N1A,I,6,211,Ambrosia artemisiifolia,4,
2022,late,8/11/2022,N1A,I,6,46,Ambrosia psilostachya,2,
2022,late,8/11/2022,N1A,I,6,106,Dalea candida,1,
2022,early,6/8/2022,N1A,I,3,14,Dichanthelium oligosanthes,4,
2022,early,6/8/2022,N1A,I,3,519,Carex austrina,1,
2022,early,6/8/2022,N1A,I,3,34,Carex meadii,1,
2022,early,6/8/2022,N1A,I,3,165,Cyperus spp.,1,
2022,early,6/8/2022,N1A,I,3,40,Amorpha canescens,14,
2022,early,6/8/2022,N1A,I,3,109,Dalea purpurea,1,
2022,early,6/8/2022,N1A,I,3,77,Erigeron strigosus,2,
2022,late,8/11/2022,N1A,I,3,2,Andropogon gerardii,3,
2022,late,8/11/2022,N1A,I,3,4,Bouteloua curtipendula,18,
2022,late,8/11/2022,N1A,I,3,3,Schizachyrium scoparium,20,
2022,late,8/11/2022,N1A,I,3,18,Sorghastrum nutans,9,
2022,late,8/11/2022,N1A,I,3,21,Sporobolus (compositus) asper,1,
2022,late,8/11/2022,N1A,I,3,211,Ambrosia artemisiifolia,1,
2022,late,8/11/2022,N1A,I,3,46,Ambrosia psilostachya,5,
2022,early,6/8/2022,N1A,I,5,14,Dichanthelium oligosanthes,2,
2022,early,6/8/2022,N1A,I,5,33,Carex inops (heliophila),1,
2022,early,6/8/2022,N1A,I,5,34,Carex meadii,2,
2022,early,6/8/2022,N1A,I,5,40,Amorpha canescens,2,
2022,early,6/8/2022,N1A,I,5,106,Dalea candida,2,
2022,early,6/8/2022,N1A,I,5,103,Euphorbia dentata,1,
2022,late,8/11/2022,N1A,I,5,2,Andropogon gerardii,20,
2022,late,8/11/2022,N1A,I,5,4,Bouteloua curtipendula,15,
2022,late,8/11/2022,N1A,I,5,11,Erigrostis spectabilis,1,
2022,late,8/11/2022,N1A,I,5,15,Panicum virgatum,2,
2022,late,8/11/2022,N1A,I,5,3,Schizachyrium scoparium,70,
2022,late,8/11/2022,N1A,I,5,18,Sorghastrum nutans,11,
2022,late,8/11/2022,N1A,I,5,40,Amorpha canescens,3,
2022,late,8/11/2022,N1A,I,5,106,Dalea candida,3,
2022,late,8/11/2022,N1A,I,5,103,Euphorbia dentata,1,
2022,early,6/8/2022,N1A,I,6,99,Oenothera speciosa,1,
2022,early,6/8/2022,N1A,I,6,539,Lepidium virginicum,1,
2022,early,6/8/2022,N1A,I,6,213,Amaranthus retroflexus,1,
2022,early,6/8/2022,N1A,I,6,8,Chloris verticillata,15,
2022,early,6/8/2022,N1A,I,6,25,Bromus arvensis,4,
2022,early,6/8/2022,N1A,I,6,44,Achillea millefolium,1,
2022,late,8/11/2022,N1A,I,6,168,Digitaria cognata,1,MA pic
2022,late,8/11/2022,N1A,I,6,156,Acalypha virginica,1,
2022,late,8/11/2022,N1A,I,6,216,Euphorbia serpens,1,
2022,early,6/8/2022,N1A,I,3,539,Lepidium virginicum,1,
2022,early,6/8/2022,N1A,I,3,125,Sisyrinchium campestre,1,
2022,early,6/8/2022,N1A,I,3,30,Schedonnardus paniculatus,1,
2022,early,6/8/2022,N1A,I,3,216,Euphorbia serpens,1,
2022,late,8/11/2022,N1A,I,3,378,Paspalum setaceum,4,
2022,late,8/11/2022,N1A,I,3,168,Digitaria cognata,1,MA pic
2022,late,8/11/2022,N1A,I,3,216,Euphorbia serpens,1,
2022,early,6/8/2022,N1A,I,5,44,Achillea millefolium,1,
2022,early,6/8/2022,N1A,I,6,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,I,6,82,Hedeoma hispida,1,
2022,early,6/8/2022,N1A,I,6,151,Kummerowia stripulacea,1,
2022,early,6/8/2022,N1A,I,6,102,Oxalis stricta,1,
2022,early,6/8/2022,N1A,I,6,120,Ruellia humilis,1,
2022,early,6/8/2022,N1A,I,6,139,Verbena stricta,1,
2022,late,8/11/2022,N1A,I,6,151,Kummerowia stripulacea,2,
2022,late,8/11/2022,N1A,I,6,89,Lepidium densiflorum,1,
2022,late,8/11/2022,N1A,I,6,90,Lespedeza capitata,7,
2022,late,8/11/2022,N1A,I,6,127,Solidago altissima,5,
2022,late,8/11/2022,N1A,I,6,58,Symphyotrichum (Aster) ericoides,3,
2022,late,8/11/2022,N1A,I,6,139,Verbena stricta,1,
2022,early,6/8/2022,N1A,I,6,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,I,6,151,Kummerowia stripulacea,1,
2022,early,6/8/2022,N1A,I,6,143,Lespedeza violacea,1,
2022,early,6/8/2022,N1A,I,6,92,Linum sulcatum,1,
2022,early,6/8/2022,N1A,I,6,122,Mimosa (Schrankii) quadrivalvis,6,
2022,early,6/8/2022,N1A,I,6,102,Oxalis stricta,1,
2022,early,6/8/2022,N1A,I,6,120,Ruellia humilis,2,
2022,late,8/11/2022,N1A,I,6,80,Euphorbia glyptosperma,1,
2022,late,8/11/2022,N1A,I,6,151,Kummerowia stripulacea,2,
2022,late,8/11/2022,N1A,I,6,90,Lespedeza capitata,5,
2022,late,8/11/2022,N1A,I,6,111,Physalis pumila,1,
2022,late,8/11/2022,N1A,I,6,58,Symphyotrichum (Aster) ericoides,1,
2022,late,8/11/2022,N1A,I,6,140,Vernonia baldwinii,1,
2022,early,6/8/2022,N1A,I,5,300,Euphorbia nutans,1,
2022,early,6/8/2022,N1A,I,5,151,Kummerowia stripulacea,1,
2022,early,6/8/2022,N1A,I,5,103,Oxalis violacea,1,
2022,early,6/8/2022,N1A,I,5,120,Ruellia humilis,1,
2022,early,6/8/2022,N1A,I,5,139,Verbena stricta,1,
2022,late,8/11/2022,N1A,I,5,90,Lespedeza capitata,1,
2022,late,8/11/2022,N1A,I,5,143,Lespedeza violacea,1,
2022,late,8/11/2022,N1A,I,5,120,Ruellia humilis,1,
2022,late,8/11/2022,N1A,I,5,128,Solidago missouriensis,2,
2022,late,8/11/2022,N1A,I,5,59,Symphyotrichym (Aster) ericoides,3,
2022,late,8/11/2022,N1A,I,5,139,Verbena stricta,1,
2022,early,6/8/2022,N4B,R,6,6,Bouteloua hirsuta,2,
2022,early,6/8/2022,N4B,R,6,55,Asclepias verticillata,1,
2022,early,6/8/2022,N4B,R,6,72,Croton monanthogynus,1,
2022,early,6/8/2022,N4B,R,6,109,Dalea purpurea,1,
2022,early,6/8/2022,N4B,R,6,76,Echinacea angustifolia,4,
2022,late,8/11/2022,N4B,R,6,2,Andropogon gerardii,5,
2022,late,8/11/2022,N4B,R,6,4,Bouteloua curtipendula,45,
2022,late,8/11/2022,N4B,R,6,6,Bouteloua hirsuta,3,
2022,late,8/11/2022,N4B,R,6,3,Schizachyrium scoparium,5,
2022,late,8/11/2022,N4B,R,6,18,Sorghastrum nutans,7,
2022,late,8/11/2022,N4B,R,6,46,Ambrosia psilostachya,1,
2022,late,8/11/2022,N4B,R,6,55,Asclepias verticillata,2,
2022,late,8/11/2022,N4B,R,6,76,Echinacea angustifolia,5,
2022,early,6/8/2022,N4B,R,3,6,Bouteloua hirsuta,8,
2022,early,6/8/2022,N4B,R,3,109,Dalea purpurea,1,
2022,early,6/8/2022,N4B,R,3,76,Echinacea angustifolia,1,
2022,early,6/8/2022,N4B,R,3,300,Euphorbia nutans,1,
2022,early,6/8/2022,N4B,R,3,216,Euphorbia serpens,1,
2022,late,8/11/2022,N4B,R,3,2,Andropogon gerardii,3,
2022,late,8/11/2022,N4B,R,3,4,Bouteloua curtipendula,40,
2022,late,8/11/2022,N4B,R,3,6,Bouteloua hirsuta,25,
